subject_id,site,split,scan_label,voxel_mm,matrix,min_voxel_mm,max_voxel_mm
UM_50343,UM,test,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50344,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50345,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50346,UM,test,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50347,UM,val,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50348,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50349,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50350,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50351,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50352,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50353,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50354,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 112,1.016,1.4
UM_50355,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50356,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50357,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50358,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50359,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50360,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50361,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50362,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50363,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50364,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50365,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50366,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50367,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50368,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50369,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50370,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50371,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50372,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50373,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50374,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50375,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50376,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50377,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50378,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50379,UM,val,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50380,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50381,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50382,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50383,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50385,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50386,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50387,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50388,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50390,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50391,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50397,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50399,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50402,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50403,UM,test,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50404,UM,train,anat,1.4 x 0.86 x 0.86,106 x 256 x 256,0.86,1.4
UM_50405,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50406,UM,train,anat,1.4 x 1 x 1,102 x 256 x 256,1.0,1.4
UM_50407,UM,train,anat,1.4 x 1 x 1,105 x 256 x 256,1.0,1.4
UM_50408,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50410,UM,val,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50411,UM,train,anat,1.4 x 1 x 1,120 x 256 x 256,1.0,1.4
UM_50412,UM,val,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50413,UM,test,anat,1.4 x 1 x 1,116 x 256 x 256,1.0,1.4
UM_50414,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50415,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50416,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50417,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50418,UM,val,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50419,UM,train,anat,1.4 x 1 x 1,120 x 256 x 256,1.0,1.4
UM_50421,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50422,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50423,UM,val,anat,1.4 x 1 x 1,112 x 256 x 256,1.0,1.4
UM_50424,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50425,UM,train,anat,1.4 x 1 x 1,106 x 256 x 256,1.0,1.4
UM_50426,UM,train,anat,1 x 1 x 1.2,256 x 256 x 124,1.0,1.2
UM_50427,UM,train,anat,1.4 x 1 x 1,110 x 256 x 256,1.0,1.4
UM_50428,UM,test,anat,1 x 1 x 1.4,256 x 256 x 106,1.0,1.4
USM_50432,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50433,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50434,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50435,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50436,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50437,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50438,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50439,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50440,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50441,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50442,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50443,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50444,USM,train,anat,1.2 x 0.5 x 0.5,153 x 441 x 400,0.5,1.2
USM_50445,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50446,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50447,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50448,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50449,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50450,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50451,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50452,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50453,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50454,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50455,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50456,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50457,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50458,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50459,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50460,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50461,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50462,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50463,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50464,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50465,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50466,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50467,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50468,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50469,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50470,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50471,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50472,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50473,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50474,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50475,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50476,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50477,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50478,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50479,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50480,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50481,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50482,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50483,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50484,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50485,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50486,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50487,USM,train,anat,1 x 1 x 1,256 x 256 x 160,1.0,1.0
USM_50488,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50489,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50490,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50491,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50492,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50493,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50494,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50495,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50496,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50497,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50498,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50499,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50500,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50501,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50502,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50503,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50504,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50505,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50506,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50507,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50508,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50509,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50510,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50511,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50512,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50513,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50514,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50515,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50516,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50517,USM,val,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50518,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50519,USM,val,anat,1.2 x 0.5 x 0.5,160 x 463 x 347,0.5,1.2
USM_50520,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50521,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50522,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50523,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50524,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50525,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50526,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50527,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50528,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50529,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50530,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50531,USM,test,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
USM_50532,USM,train,anat,1.2 x 0.5 x 0.5,160 x 480 x 512,0.5,1.2
Yale_50551,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50552,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50553,Yale,train,anat,1 x 1 x 1,176 x 256 x 256,1.0,1.0
Yale_50554,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50555,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50556,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50557,Yale,train,anat,1 x 1 x 1,176 x 256 x 256,1.0,1.0
Yale_50558,Yale,val,anat,1 x 1 x 1,176 x 256 x 256,1.0,1.0
Yale_50559,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50560,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50561,Yale,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50562,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50563,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50564,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50565,Yale,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50566,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50567,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50568,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50569,Yale,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50570,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50571,Yale,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50572,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50573,Yale,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50574,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50575,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50576,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50577,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50578,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50601,Yale,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50602,Yale,train,anat,1 x 1 x 1,176 x 256 x 256,1.0,1.0
Yale_50603,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50604,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50605,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50606,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50607,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50608,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50609,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50610,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50611,Yale,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50612,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50613,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50614,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50615,Yale,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50616,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50617,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50618,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50619,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50620,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50621,Yale,train,anat,1 x 1 x 1,256 x 256 x 160,1.0,1.0
Yale_50622,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50623,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50624,Yale,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50625,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50626,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50627,Yale,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Yale_50628,Yale,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
